Q9FFN1	AT5G03800
Q9S7U9	AT4G29810
Q9FJV0	AT5G56580
O80396	AT5G40440
O24527	AT1G69220
Q9LDN6	AT3G15220
O81472	AT4G08480
Q39008	AT4G08500
Q9C5H5	AT5G66850
Q9CAD5	AT1G63700
F4HRJ4	AT1G53570
Q9FZ36	AT1G54960
O22042	AT3G06030
A0A1P8AWS0	AT1G70430
Q84WU5	AT5G14720
F4IF81	AT1G79640
F4JMF4	AT4G10730
A0A1P8B4A5	AT4G24100
O23304	AT4G14480
Q9CA15	AT1G77790
Q8VZJ2	AT4G16260
F4J270	AT3G57240
P33157	AT3G57260
Q9M357	AT3G61810
F4J030	AT3G15800
O48727	AT2G26600
F4I4R0	AT1G30080
Q8L837	AT4G18340
Q9ZQG9	AT2G27500
Q8L868	AT1G32860
Q9FHX5	AT5G42100
F4IKB3	AT2G16230
Q8VY12	AT5G42720
Q9M2T6	AT3G55430
Q9ZU91	AT2G01630
Q9C7U5	AT1G66250
O65399	AT1G11820
Q94CD8	AT3G13560
Q8VYE5	AT4G29360
Q9FJU9	AT5G56590
F4IHD3	AT2G05790
F4K3D8	AT5G55180
A0A1P8B420	AT4G26830
O49352	AT5G20330
Q4PSF2	AT5G20560
Q8GX86	AT3G05610
Q3E8Z8	AT5G27870
Q8GXA1	AT3G06830
Q9FJ21	AT5G49180
Q5MFV8	AT2G47040
O80722	AT2G47030
Q5MFV6	AT3G62170
Q9SMY6	AT4G33230
Q7Y201	AT2G26450
O49006	AT3G14310
Q42534	AT1G53830
O81415	AT4G02300
O81301	AT4G02320
O22149	AT2G45220
Q9FHN4	AT5G51500
Q9STY3	AT3G47400
Q84R10	AT3G60730
O49298	AT1G23200
Q9LYT5	AT3G59010
Q9SKX2	AT2G43050
Q1JPL7	AT1G11580
Q9FK05	AT5G53370
Q9M3B0	AT3G49220
O48711	AT2G26440
Q9FF77	AT5G04970
Q94CB1	AT3G10720
O22256	AT2G47550
Q9SRX4	AT1G02810
Q8RXK7	AT4G02330
Q9LXK7	AT3G43270
Q9SMY7	AT4G33220
Q9M9W7	AT3G05620
Q43867	AT1G53840
Q9LUL8	AT3G14300
Q9FF78	AT5G04960
Q9SG77	AT3G10710
Q8L6Z8	AT3G03090
Q0WWW9	AT5G59250
Q8VZR6	AT2G43330
O23492	AT4G16480
Q9ZQP6	AT2G35740
Q9C757	AT1G30220
Q9XIH7	AT2G16120
Q8VZ80	AT3G18830
Q8GXR2	AT4G36670
Q9ZNS0	AT2G18480
Q0WUU6	AT2G20780
Q9FYG3	AT1G67300
Q56ZZ7	AT5G16150
Q8LBI9	AT5G18840
P93051	AT2G48020
Q0WQ63	AT3G05150
Q3ECP7	AT1G54730
Q9LTP6	AT3G20460
Q9M0Z9	AT4G04760
Q93Z80	AT3G05160
Q94CI7	AT5G27350
Q7XA64	AT3G05155
Q8VZT3	AT3G05400
O04036	AT1G08930
Q94KE0	AT1G08920
Q4F7G0	AT1G08900
Q9FRL3	AT1G75220
F4I7L4	AT1G17545
Q8VZN9	AT1G43900
Q4PSE8	AT5G24940
Q8LAY8	AT5G10740
Q8RXV3	AT4G31750
Q94AT1	AT5G53140
Q93YW5	AT4G28400
Q9SIU8	AT2G20630
Q9LDA7	AT3G15260
Q9S9Z7	AT1G34750
Q9LME4	AT1G22280
Q8L7I4	AT1G78200
O64583	AT2G34740
Q8RX37	AT1G07160
Q9SUF4	AT4G08260
Q9XEE8	AT2G40180
Q9FXE4	AT1G67820
Q9SD02	AT3G51470
P93006	AT2G33700
Q3EAF9	AT3G62260
Q9LUU7	AT3G17250
Q9LNF4	AT1G48040
Q9SLA1	AT2G25620
Q9ZW21	AT2G29380
Q9LNW3	AT1G07430
Q9FIF5	AT5G59220
P49598	AT3G11410
Q9FLI3	AT5G51760
P49597	AT4G26080
O04719	AT5G57050
Q9CAJ0	AT1G72770
Q9LNP9	AT1G17550
O22967	AT2G34140
P68350	AT1G29160
Q93ZL5	AT5G39660
Q8W1E3	AT5G62430
Q8LFV3	AT3G47500
Q9SEZ3	AT1G69570
Q9M161	AT4G00940
Q9ZPY0	AT2G46590
Q43385	AT3G61850
Q8LAP8	AT4G24060
Q84JQ8	AT1G64620
Q94AR6	AT3G21270
O82155	AT1G51700
Q9SX97	AT1G47655
Q9FGD6	AT5G66940
Q39088	AT3G50410
Q8LDR0	AT5G60850
Q9FM03	AT5G62940
Q9FZA4	AT1G28310
Q8LE43	AT2G28510
Q84TE9	AT5G60200
Q9M1E6	AT3G45610
Q9M2U1	AT3G55370
O80928	AT2G37590
Q9LZ56	AT5G02460
Q8L9V6	AT1G07640
Q9ZV33	AT2G28810
Q84K52	AT4G38000
Q9LSL6	AT5G65590
P68349	AT1G21340
Q9SVC5	AT3G52440
Q9SFC7	AT3G07870
Q9SUY0	AT4G22390
Q9SU30	AT4G12560
Q8GXC7	AT3G06240
Q9LU24	AT3G16210
F4IKW4	AT2G41473
Q9FKA0	AT5G39610
Q9FLR3	AT5G07680
Q9FLJ2	AT5G61430
Q9LJW3	AT3G29035
Q9SQQ6	AT3G04060
Q9FK44	AT5G18270
O04017	AT5G53950
Q9FRV4	AT3G15170
Q9LSI1	AT3G12977
Q84TE6	AT1G56010
Q9S851	AT1G76420
Q9LS50	AT3G18400
Q9ZQ25	AT2G24430
Q9FY93	AT5G13180
O22798	AT2G33480
Q9ZNU2	AT1G52880
Q9LD44	AT3G15510
Q8GY42	AT1G61110
Q9CAR0	AT1G77450
Q8H115	AT5G63790
Q9C598	AT5G08790
Q93VY3	AT4G27410
Q9LDY8	AT3G15500
Q9C932	AT1G52890
Q84TD6	AT3G04070
O49255	AT1G69490
Q9ZVH0	AT1G26870
Q9FIW5	AT5G39820
Q9LSI4	AT3G12910
Q9SK55	AT2G43000
O80689	AT1G61810
Q9SVS1	AT4G21760
B3H5Q1	AT1G02850
Q9ZUI3	AT1G60090
O65458	AT4G22100
Q9FZE0	AT1G26560
Q9FIU7	AT5G54570
Q9LV33	AT3G18080
Q9M1D0	AT3G60130
Q9LIF9	AT3G21370
Q84WV2	AT1G75940
Q9M1D1	AT3G60120
O64883	AT2G44490
Q4V3B3	AT2G44460
Q9M1C9	AT3G60140
Q3ECS3	AT1G51470
Q9FIW4	AT5G36890
Q9SIE8	AT2G22160
Q8VYS0	AT3G54940
P43296	AT4G39090
P43295	AT2G21430
Q9SUL1	AT4G16190
Q8H166	AT5G60360
Q8RWQ9	AT3G45310
Q9FMH8	AT5G43060
P43297	AT1G47128
Q9SUT0	AT4G11310
F4JNL3	AT4G23520
Q9LXW3	AT3G43960
Q9LT77	AT3G19400
Q0WVJ5	AT1G09850
O65493	AT4G35350
Q9LM66	AT1G20850
Q9LNC1	AT1G06260
Q9SG15	AT3G49340
Q9LP39	AT1G29080
Q9FJ47	AT5G45890
Q9FGR9	AT5G50260
Q9STL5	AT3G48350
Q9STL4	AT3G48340
Q8S9L6	AT4G21410
Q9T0J1	AT4G38830
O49564	AT4G21230
O23082	AT4G00960
Q9LDS6	AT4G11480
Q9LDM5	AT4G11470
O65476	AT4G23240
Q8L710	AT4G23250
Q8H199	AT4G23220
Q6NQ87	AT4G23300
Q8W4G6	AT4G23230
Q8GYA4	AT4G23180
O65482	AT4G23310
Q9M0X5	AT4G05200
O65469	AT4G23170
Q9ZUX1	AT2G27690
Q9FMV7	AT5G63450
Q9SMP5	AT3G48520
Q9S833	AT3G01900
Q9LNL3	AT1G34540
O80823	AT2G45970
P48422	AT5G58860
Q9LT90	AT5G51900
Q9FVS9	AT1G57750
O80806	AT1G65340
F4JW26	AT4G39490
Q9SVA7	AT4G39510
Q9LYZ5	AT5G02900
Q9SX95	AT1G47620
A0A1P8B4Y3	AT4G39500
Q9SJ08	AT2G21910
Q9LTN1	AT3G26125
Q9FYL0	AT1G24540
F4IV34	AT2G44890
Q9C788	AT1G69500
Q9ZSI1	AT4G01630
Q9LNU3	AT1G20190
Q38866	AT5G05290
O22874	AT2G40610
Q9FMA0	AT5G56320
Q38864	AT3G29030
O80622	AT2G03090
Q9C554	AT1G69530
Q9LDR9	AT1G26770
Q9M9P0	AT3G03220
Q9LQ07	AT1G62980
Q9FL76	AT5G39310
Q38865	AT2G28950
O48818	AT2G39700
Q9LDJ3	AT3G15370
Q9M0I2	AT4G28250
Q9SKU2	AT2G20750
Q9SHD1	AT2G45110
Q9M203	AT3G60570
Q9SHY6	AT1G65680
Q8VYI2	AT3G12730
Q9SAK5	AT1G79430
Q94A57	AT3G24120
Q8LAJ7	AT4G13640
Q9FK47	AT5G18240
Q9SQQ9	AT3G04030
F4I274	AT1G69580
C0SVS4	AT5G45580
Q0WVU3	AT5G06800
Q8GXC2	AT2G20400
Q94CL7	AT4G28610
Q8GUN5	AT5G29000
F4J3P7	AT3G04450
Q9SJW0	AT2G01060
Q949U2	AT3G13040
Q9XEB2	AT4G04580
A0A1P8B8R6	AT4G04605
Q7X887	AT2G02060
Q700D9	AT1G14600
Q941I2	AT4G17695
Q9C616	AT1G32240
Q93WJ9	AT5G16560
Q9FJV5	AT5G42630
Q8GYE4	AT2G38300
Q9SIZ5	AT2G40260
Q9SJJ0	AT2G42660
O65590	AT4G26440
Q9FG77	AT5G56270
Q9FHR7	AT5G43290
Q9FYA2	AT5G13080
Q9S763	AT3G01970
Q8VWQ4	AT1G64000
Q9FFS3	AT5G41570
Q9SVB7	AT4G39410
Q93WY4	AT2G44745
Q9C983	AT1G69310
O22900	AT2G47260
Q8VWJ2	AT4G18170
Q9FL26	AT5G46350
Q93WV4	AT1G29860
Q93WU9	AT5G64810
Q8VWQ5	AT5G26170
Q9SI37	AT2G04880
P59583	AT4G30935
Q9ZUU0	AT2G37260
Q9XI90	AT1G13960
Q9ZQ70	AT2G03340
Q9C5T3	AT5G07100
O22921	AT2G30250
Q8S8P5	AT2G38470
Q93WV0	AT4G26640
Q9SX78	AT1G47480
Q940G6	AT5G27320
Q9LYC1	AT3G63010
Q9LT10	AT5G23530
Q9LVB8	AT5G62180
O64641	AT2G45610
O64640	AT2G45600
Q9FG13	AT5G06570
Q9LFR7	AT5G16080
Q9SX25	AT1G68620
Q9ZQ91	AT2G03550
Q9SMN0	AT3G48690
Q9SMM9	AT3G48700
Q9LMA7	AT1G19190
Q9FX94	AT1G49660
Q9FX93	AT1G49650
Q9FX92	AT1G49640
O22960	AT2G34070
Q8VY22	AT1G29050
Q9SIN2	AT2G42570
Q67XC4	AT2G31110
Q9ZV89	AT1G78710
Q6DR10	AT2G30900
F4IWA8	AT3G14850
O80872	AT2G30010
F4IH21	AT2G40320
Q9SRL3	AT3G11030
Q8RXQ1	AT5G01620
O80919	AT2G38320
Q1PFD9	AT1G73140
Q94K00	AT2G40150
Q8LED3	AT5G01360
Q940H3	AT3G54260
Q9LZQ1	AT3G62390
F4K5K4	AT5G20590
Q8VYR3	AT1G60790
Q9FG35	AT5G06700
Q9LHL6	AT3G12060
Q9CAX1	AT3G11570
Q9FFZ4	AT5G06230
Q9LDG2	AT3G06080
F4I037	AT1G48880
F4HQ34	AT1G67025
F4JQT1	AT4G18250
F4I5D4	AT1G70250
Q9FF29	AT5G38280
Q9FF31	AT5G38260
Q3ECH2	AT1G67000
F4HQ20	AT1G66910
F4HQ22	AT1G66920
F4KA50	AT5G38240
Q9FID6	AT5G39020
Q9SCT8	AT3G51700
Q45GK3	AT3G51690
F4KA12	AT5G28780
Q9FJD5	AT5G60020
O81081	AT2G29130
Q1PDH6	AT5G58910
O80434	AT2G38080
Q6ID18	AT5G01190
Q8VZA1	AT5G03260
Q9LMS3	AT1G18140
Q9SR40	AT3G09220
Q9LFD2	AT5G01040
Q9FLB5	AT5G05390
Q9SIY8	AT2G40370
Q56YT0	AT2G30210
Q84J37	AT5G48100
Q9ZPY2	AT2G46570
Q8LPL3	AT5G21100
Q8VZK9	AT1G55850
Q8VYR4	AT4G24000
Q8L778	AT5G09870
Q94JQ6	AT5G64740
O48947	AT4G39350
Q941L0	AT5G05170
Q9SWW6	AT5G17420
Q84JA6	AT5G44030
Q8LPK5	AT4G18780
Q9FVR3	AT1G32180
Q9SZL9	AT4G38190
O49323	AT2G33100
Q9C8T1	AT1G63270
Q8LEF6	AT5G14100
Q8H1R4	AT4G33460
Q9AT00	AT1G65410
Q9C9W0	AT1G67940
Q9LQN4	AT1G32250
Q9M8U1	AT3G03000
Q9LI84	AT3G25600
Q9FZ75	AT1G18530
P59220	AT3G43810
Q9LIK5	AT3G22930
Q9S744	AT3G51920
O23320	AT4G14640
O82659	AT3G50360
Q9FYK2	AT1G24620
Q9ZQE6	AT2G15680
Q9LNE7	AT1G05990
Q9SU00	AT4G12860
Q9SRR7	AT3G07490
Q9ZR02	AT4G03290
O22845	AT2G43290
Q9LF55	AT5G17470
Q9C8Y1	AT1G66400
P25070	AT5G37770
Q9LE22	AT1G18210
Q9C9U8	AT1G73630
Q1PDW8	AT5G14860
Q9ZVX4	AT2G16890
Q9SY84	AT1G10400
Q9C9B0	AT1G73880
Q9LNE6	AT1G06000
Q9LZD8	AT5G03490
Q9LXV0	AT5G12890
Q9ZQ96	AT2G36780
Q9ZQ98	AT2G36760
Q9SCP5	AT3G53160
Q9ZQG4	AT2G15480
Q8W491	AT4G34131
Q8VZE9	AT4G34138
Q9FK75	AT5G45670
Q93YW8	AT4G18970
Q9C7N4	AT1G29670
Q9C7N5	AT1G29660
Q8L5Z1	AT1G33811
Q9SF78	AT1G71691
Q9FNP2	AT5G08460
Q9FVV1	AT1G71250
Q8LFJ9	AT5G15720
A0A1P8B6B7	AT4G16233
O80470	AT2G23540
Q9M2R9	AT3G50400
Q9FHQ1	AT5G37690
Q9CA68	AT1G74460
Q9SVU5	AT4G28780
Q5PNZ0	AT5G18430
Q9M8Y5	AT3G04290
Q9FIA1	AT5G55050
Q9M249	AT3G43120
Q2V359	AT5G20810
Q9LJX7	AT3G20220
Q9M0P0	AT4G09530
Q9SVN4	AT4G13790
Q41220	AT4G38850
Q9SRW0	AT3G03830
Q9FJF9	AT5G18030
Q9FJG0	AT5G18020
A0A1P8AYM3	AT2G21210
Q3EBC5	AT3G03847
Q9SW54	AT4G34800
Q9SW55	AT4G34790
F4JLH5	AT4G34810
Q9SW57	AT4G34770
Q9FH62	AT5G66260
Q9SD26	AT3G51200
Q9SL45	AT2G18010
O65648	AT4G36110
Q9SI60	AT2G16580
Q9FXI0	AT1G19830
Q9LR00	AT1G75580
Q9T002	AT4G35150
Q9SCP7	AT3G53140
F4K5W7	AT5G37170
A0A1P8AS31	AT1G63140
Q9CAQ4	AT1G77520
Q9SRD4	AT1G76790
Q9FK25	AT5G54160
Q9MAP0	AT1G33030
F4IB88	AT1G51990
A0A1I9LT05	AT3G44695
O22159	AT2G44930
A0A1P8B285	AT2G28580
Q9M212	AT3G60470
O49393	AT4G31980
Q9SN06	AT3G50120
Q9S7S4	AT3G50170
Q9SN05	AT3G50130
F4IZC0	AT3G50190
Q9SN03	AT3G50150
Q9SJR2	AT2G36430
Q9FK83	AT5G22560
Q9FK84	AT5G22550
Q9FK85	AT5G22540
Q8H1E3	AT2G07180
Q9SY91	AT1G61590
O64842	AT2G26290
Q9CAH1	AT1G72540
Q9LTC0	AT5G47070
F4JPX3	AT4G17660
Q7Y224	AT1G74490
O49839	AT1G14370
Q5PP29	AT1G26970
P27450	AT4G35600
O48814	AT2G39660
Q8H186	AT3G55450
P46573	AT2G28930
Q06548	AT1G07570
P43293	AT5G02290
Q9SRH7	AT3G01300
F4J0D2	AT3G28690
Q8GXZ3	AT5G01020
Q9FM85	AT5G56460
Q67XI5	AT4G20030
Q8RWN5	AT5G04280
Q8RWF8	AT5G19960
Q04836	AT4G24770
Q9FGS0	AT5G50250
Q8VYM4	AT3G52150
Q39061	AT3G52380
Q9ZUJ3	AT1G60000
Q9ZUU4	AT2G37220
Q43349	AT3G53460
Q03250	AT2G21660
Q9SJ28	AT2G21690
Q03251	AT4G39260
O22703	AT1G60650
Q9LIN3	AT3G26420
Q9FZ84	AT1G18630
Q9LIS2	AT3G23830
Q9SVM8	AT4G13850
Q9C909	AT1G74230
Q9FNR1	AT5G61030
Q9SFB4	AT3G08000
F4JXD2	AT5G59860
Q9FIU6	AT5G54580
A0A1P8B228	AT2G37510
Q1ECN0	AT2G27330
Q9FFZ6	AT5G06210
A0A178ULY3	AT5G59865
O64757	AT2G34930
Q9LMN9	AT1G21245
Q9LMN6	AT1G21210
Q9LSV3	AT3G25490
Q9S9M2	AT1G16150
Q9S9M1	AT1G16160
Q8RY17	AT1G79670
Q9LN59	AT1G19390
Q8VYA3	AT1G79680
Q9SA25	AT1G16260
Q8LG89	AT2G02850
Q9LMU7	AT1G17800
Q9C7T2	AT1G72230
Q9SK90	AT1G22480
O80517	AT2G44790
Q96316	AT3G60280
Q7XA70	AT5G07475
O82081	AT2G32300
Q8VY59	AT3G27200
O82761	AT2G31050
O48787	AT2G26720
O81500	AT5G26330
Q07488	AT5G20230
Q9LUM8	AT3G17675
Q9LE15	AT1G14540
Q9SLH7	AT2G35380
Q9SI17	AT2G18140
O23237	AT4G36430
Q9SD46	AT3G50990
Q96512	AT1G44970
P59120	AT5G19880
Q9FG34	AT5G06730
Q42578	AT5G06720
O80912	AT2G38390
P24101	AT3G49110
Q39034	AT5G19890
Q9FX85	AT1G49570
O23474	AT4G16270
Q9FLC0	AT5G05340
Q9LVL2	AT5G58390
Q9LVL1	AT5G58400
Q9FIM4	AT5G58850
Q9S7L2	AT4G18770
Q9LVW4	AT3G27785
Q6R032	AT5G02320
Q8H1P9	AT3G09370
Q9SPN3	AT4G00540
Q94FL9	AT5G11510
Q9S7G7	AT4G32730
Q9SZC2	AT4G33450
Q6R0C4	AT1G17950
Q9FX36	AT1G73410
Q6R053	AT5G17800
F4J1R5	AT3G29020
Q9LQX5	AT1G26780
Q9SEZ4	AT1G69560
Q9FDW1	AT5G67300
Q9SN12	AT3G50060
O23160	AT4G37260
O22179	AT2G23290
O04192	AT2G39880
Q9LDW5	AT3G55730
Q42575	AT3G09230
Q9LV31	AT3G18100
Q7X9V2	AT3G12810
Q8RXS6	AT3G57300
Q8RWY3	AT3G06400
F4JY24	AT5G18620
Q9XFH4	AT5G66750
F4IV45	AT2G44980
F4IV99	AT2G13370
F4KBP5	AT5G44800
F4JTF6	AT4G31900
Q9S775	AT2G25170
Q9ZUL5	AT2G02090
F4IHS2	AT2G28290
Q6EVK6	AT2G46020
Q9M658	AT1G08060
B5BT18	AT3G54280
Q0PCS3	AT3G19210
Q8W103	AT5G63950
Q9ZV43	AT2G18760
Q9LSH5	AT3G17730
Q9FFI5	AT5G17260
A4VCM0	AT3G03200
Q9SRZ8	AT1G65910
Q67Z40	AT1G54330
Q9LS24	AT5G46590
O49697	AT4G17980
Q9LQK5	AT1G32510
Q8GUJ6	AT4G28530
Q9LVA1	AT5G62380
Q9FWX2	AT1G12260
F4HYV5	AT1G62700
Q9FH59	AT5G66300
Q9SL41	AT2G18060
O65508	AT4G36160
Q9C8W9	AT1G71930
Q9M274	AT3G61910
Q84WP6	AT2G46770
Q9LPI7	AT1G32770
Q9MA17	AT1G79580
Q9SV87	AT4G10350
Q9FY82	AT5G09330
Q9FMJ1	AT5G64060
Q9XIC5	AT1G34190
A4FVP6	AT1G34180
Q9SQX9	AT3G10480
Q949N0	AT3G10500
Q84K00	AT5G04410
F4JN35	AT4G35580
Q9SCK6	AT3G49530
Q9LKG8	AT5G24590
O49328	AT2G33050
F4IUU1	AT2G33060
O49329	AT2G33020
O48851	AT2G32660
O48763	AT2G33030
Q9C637	AT1G45616
Q8RXQ6	AT4G13820
Q9S9U3	AT5G27060
Q9M9X0	AT3G05650
Q9LJW7	AT3G28890
F4KHA2	AT5G40170
Q9LF57	AT5G17450
Q93VP2	AT1G22990
Q9C9A3	AT1G71050
Q67ZW1	AT5G66110
Q9SZN7	AT4G38580
O49613	AT4G35060
O65657	AT4G39700
O81464	AT4G08570
F4JMB8	AT4G10465
F4IQG4	AT2G18196
Q84K70	AT3G48970
B3H6D0	AT3G56891
Q9LHF4	AT3G24450
Q58FZ0	AT2G37390
Q8RXH8	AT3G53530
Q7XZS3	AT2G28660
O82089	AT3G56240
Q56ZM7	AT5G05365
Q9C7J6	AT1G56210
Q84J88	AT5G27690
Q4PSD8	AT5G37860
F4JZL7	AT5G19090
Q9M8K5	AT3G06130
Q29Q34	AT5G19440
Q4PSZ5	AT1G51410
O80533	AT1G09500
Q5PP57	AT1G09510
F4HQ07	AT1G66800
Q9SAH9	AT1G80820
Q9S9N9	AT1G15950
F4I2E5	AT1G76470
O22810	AT2G33600
Q9ZVQ2	AT2G02400
Q9FGH3	AT5G58490
P51102	AT5G42800
O22133	AT2G45400
Q8H1R1	AT4G27250
Q9SEV0	AT1G61720
Q500U8	AT4G35420
Q8GYY3	AT4G38670
F4IPI5	AT2G17860
O65638	AT4G36010
A0A1P8B554	AT4G24180
Q8VYN5	AT4G38660
F4JNX4	AT4G36000
A0A1P8BGX4	AT5G24620
Q9CA24	AT1G77700
Q9SK51	AT2G24810
Q9C9P9	AT1G75030
Q1PFD2	AT1G75050
Q9LZL8	AT5G02140
Q9FLD4	AT5G40020
A0A1P8B068	AT2G28790
P50699	AT1G18250
Q9C8E7	AT1G42540
Q84W41	AT3G51480
Q93YT1	AT4G35290
Q8GXJ4	AT1G05200
Q9SHV1	AT2G24720
O04660	AT5G27100
Q9LFN8	AT5G11180
Q9C5V5	AT2G29110
Q9LV72	AT5G48400
Q9M8W7	AT3G04110
Q9LSY8	AT3G21760
Q9LSY9	AT3G21750
Q9LSY5	AT3G21790
Q9LSY4	AT3G21800
Q9LSY6	AT3G21780
F4JJG0	AT4G15270
Q9LML7	AT1G07260
O82381	AT2G29750
Q9LML6	AT1G07250
Q9FE68	AT1G07240
O82383	AT2G29730
Q9LK73	AT3G16520
F4IQK7	AT2G18560
Q9LVR1	AT5G66690
Q94A84	AT3G50740
O23205	AT4G36770
Q9M156	AT4G01070
Q9LNI1	AT1G01420
Q9M2N5	AT3G42170
Q7PC88	AT2G29940
Q9M9E1	AT1G15520
Q7PC85	AT3G30842
O81016	AT2G26910
Q7PC84	AT1G66950
Q94A18	AT3G16340
Q7PC86	AT1G15210
Q9XIE2	AT1G59870
Q9LFH0	AT3G53480
Q84JT5	AT1G21280
Q39261	AT5G57520
Q39266	AT1G24625
Q39263	AT1G66140
Q42485	AT1G80730
Q39262	AT5G25160
Q9LEU3	AT5G10970
Q9FKA9	AT5G48890
Q9FFX4	AT5G14010
Q9M344	AT3G53820
Q9FIY6	AT5G43540
Q9LHS9	AT5G06070
O80942	AT2G37740
Q6NNI6	AT4G17810
Q38895	AT3G23130
Q9SLB8	AT2G42410
Q39265	AT1G67030
Q9C9H1	AT1G68360
Q39264	AT1G10480
P46897	AT2G46680
Q9M276	AT3G61890
Q9LVR0	AT5G66700
O23208	AT4G36740
Q9ZU70	AT2G18550
Q9FN29	AT5G53980
Q9LZR0	AT5G03790
Q4PSR7	AT2G36610
P0CJ65	AT1G27045
Q02283	AT3G01470
P46668	AT2G22430
Q940J1	AT4G40060
P46667	AT5G65310
Q8LAT0	AT3G01220
Q00466	AT5G15150
Q8LFD3	AT1G26960
Q8LC03	AT1G69780
Q9C566	AT2G15790
Q38867	AT3G56070
Q42406	AT4G34870
Q38900	AT2G16600
P34790	AT4G38740
Q9SKQ0	AT2G21130
O49605	AT4G34960
Q8L8W5	AT3G55920
Q8LDP4	AT2G29960
Q9SP02	AT5G58710
Q9LY75	AT3G63400
Q8RWY7	AT4G32420
P34791	AT3G62030
Q9ASS6	AT5G13120
Q9ZVJ4	AT2G38730
Q9SIH1	AT2G36130
Q6Q152	AT4G33060
Q9FJX0	AT5G67530
Q9LPC7	AT1G01940
Q8W4D0	AT3G44600
Q9LDS0	AT3G13030
Q9LIE1	AT3G22220
F4JJC1	AT4G15020
Q0WQA4	AT3G17450
F4I1K8	AT1G36095
F4KCY3	AT5G31412
F4JFZ6	AT4G08267
F4KHA1	AT5G33406
P22953	AT5G02500
Q9LHA8	AT3G12580
Q39043	AT5G42020
Q9S9N1	AT1G16030
Q9SKY8	AT2G32120
Q8GUM2	AT4G37910
Q9LTX9	AT5G49910
Q9C6S7	AT1G31850
Q94II3	AT4G19120
Q9ZW75	AT2G43200
Q94EJ6	AT4G18030
B9DFI7	AT1G26850
Q9SZX8	AT4G10440
Q9C884	AT1G33170
Q9ZPH9	AT4G00750
O80844	AT2G45750
Q93W95	AT4G00740
Q9FG39	AT5G06050
O22285	AT2G39750
Q9SIZ3	AT2G40280
Q9LN50	AT1G19430
Q8L7V3	AT5G64030
Q9LZA4	AT5G04060
Q8VZV7	AT5G14430
Q940J9	AT1G04430
Q8GYY1	AT5G03720
Q9LV52	AT3G24520
O80982	AT2G26150
Q1PDN3	AT5G43840
Q9SV12	AT3G51910
Q9M1V5	AT3G63350
Q9LUH8	AT3G22830
P41151	AT4G17750
O81821	AT5G16820
Q9SCW5	AT3G02990
Q9LQM7	AT1G32330
Q9S7U5	AT1G67970
Q94BZ5	AT4G13980
O49403	AT4G18880
Q9FK72	AT5G45710
Q9C635	AT1G46264
Q9T0D3	AT4G11660
Q9SCW4	AT5G62020
O22230	AT2G41690
Q96320	AT4G36990
Q9FMF5	AT5G64330
Q9LFU0	AT5G10250
O80970	AT2G14820
Q9FN09	AT5G67440
Q0WL52	AT4G37590
O64814	AT2G23050
Q8H1D3	AT4G31820
Q9LIM6	AT3G26490
Q9C9V6	AT1G67900
Q9FIK1	AT5G47800
Q9SN21	AT3G49970
Q66GP0	AT5G67385
Q682S0	AT2G30520
O82253	AT2G47860
Q9SA69	AT1G03010
Q9C9Z7	AT3G08570
Q9C9Z0	AT3G08660
Q9FKB6	AT5G48800
Q94A73	AT5G66560
Q8LPQ3	AT3G50840
Q9S9Q9	AT1G30440
Q9FNB3	AT5G13600
Q9LYW0	AT5G03250
Q9FYC8	AT3G44820
O49710	AT4G21870
Q9FHQ3	AT5G37670
P13853	AT1G53540
P19037	AT5G59720
Q9LNW0	AT1G07400
Q38806	AT4G10250
O81822	AT5G12030
Q9SYG1	AT1G54050
Q9SSQ8	AT1G52560
Q9SRL8	AT3G11090
Q9STS6	AT3G47870
Q9SSM9	AT1G72980
Q9LRW1	AT3G13850
Q9LNB9	AT1G06280
Q9AT61	AT2G30340
Q8L5T5	AT2G40470
P59467	AT3G26620
Q9LQR0	AT1G07900
Q9SK08	AT2G28500
Q9SA51	AT1G16530
Q9SHE9	AT1G31320
Q8LBW3	AT2G30130
Q8L8Q3	AT3G27650
Q9SCS4	AT3G50510
Q9FKZ3	AT5G66870
O04479	AT1G65620
Q9C8G9	AT1G30400
Q9LK64	AT3G13080
Q8VZZ4	AT3G13090
Q9LK62	AT3G13100
Q7FB56	AT3G60970
Q7GB25	AT1G04120
Q9LZJ5	AT3G62700
Q7DM58	AT2G47800
Q9LYS2	AT3G59140
Q8LGU1	AT3G21250
O49296	AT1G23210
Q9SVJ4	AT4G38990
Q8GY58	AT4G39000
Q93YQ7	AT4G39010
O81416	AT4G02290
Q9SRX3	AT1G02800
O04478	AT1G65610
Q9STW8	AT4G24260
Q38890	AT5G49720
Q9FXI9	AT1G19940
O64889	AT2G44540
Q8L7I0	AT4G11050
Q9M995	AT1G48930
O48766	AT2G32990
Q8VYG3	AT3G43860
Q9SUS0	AT4G23560
Q9C9H5	AT1G71380
Q9FF84	AT5G04895
F4IM84	AT2G01130
F4HYJ7	AT1G48650
F4ILR7	AT2G35920
F4INY4	AT2G30800
F4I9Q5	AT1G58060
Q93Y16	AT1G27900
F4JRJ6	AT4G18465
Q9LFR5	AT5G14900
Q9LZQ9	AT3G62310
O22899	AT2G47250
F4IJV4	AT2G35340
F4K2E9	AT5G13010
Q38953	AT3G26560
