genes	chrom	block	hex	rgb
AT1G06630	1	A	#faec29	250,236,41
AT1G06640	1	A	#faec29	250,236,41
AT1G06645	1	A	#faec29	250,236,41
AT1G06650	1	A	#faec29	250,236,41
AT1G06660	1	A	#faec29	250,236,41
AT1G06670	1	A	#faec29	250,236,41
AT1G06680	1	A	#faec29	250,236,41
AT1G06690	1	A	#faec29	250,236,41
AT1G06700	1	A	#faec29	250,236,41
AT1G06710	1	A	#faec29	250,236,41
AT1G06720	1	A	#faec29	250,236,41
AT1G06730	1	A	#faec29	250,236,41
AT1G06740	1	A	#faec29	250,236,41
AT1G06750	1	A	#faec29	250,236,41
AT1G06760	1	A	#faec29	250,236,41
AT1G06770	1	A	#faec29	250,236,41
AT1G06780	1	A	#faec29	250,236,41
AT1G06790	1	A	#faec29	250,236,41
AT1G06800	1	A	#faec29	250,236,41
AT1G06810	1	A	#faec29	250,236,41
AT1G06820	1	A	#faec29	250,236,41
AT1G06830	1	A	#faec29	250,236,41
AT1G06840	1	A	#faec29	250,236,41
AT1G06850	1	A	#faec29	250,236,41
AT1G06860	1	A	#faec29	250,236,41
AT1G06870	1	A	#faec29	250,236,41
AT1G06880	1	A	#faec29	250,236,41
AT1G06890	1	A	#faec29	250,236,41
AT1G06900	1	A	#faec29	250,236,41
AT1G06910	1	A	#faec29	250,236,41
AT1G06920	1	A	#faec29	250,236,41
AT1G06923	1	A	#faec29	250,236,41
AT1G06925	1	A	#faec29	250,236,41
AT1G06930	1	A	#faec29	250,236,41
AT1G06950	1	A	#faec29	250,236,41
AT1G06960	1	A	#faec29	250,236,41
AT1G06970	1	A	#faec29	250,236,41
AT1G06980	1	A	#faec29	250,236,41
AT1G06990	1	A	#faec29	250,236,41
AT1G07000	1	A	#faec29	250,236,41
AT1G07010	1	A	#faec29	250,236,41
AT1G07020	1	A	#faec29	250,236,41
AT1G07025	1	A	#faec29	250,236,41
AT1G07030	1	A	#faec29	250,236,41
AT1G07040	1	A	#faec29	250,236,41
AT1G07050	1	A	#faec29	250,236,41
AT1G07051	1	A	#faec29	250,236,41
AT1G07060	1	A	#faec29	250,236,41
AT1G07070	1	A	#faec29	250,236,41
AT1G07080	1	A	#faec29	250,236,41
AT1G07090	1	A	#faec29	250,236,41
AT1G07100	1	A	#faec29	250,236,41
AT1G07110	1	A	#faec29	250,236,41
AT1G07119	1	A	#faec29	250,236,41
AT1G07120	1	A	#faec29	250,236,41
AT1G07128	1	A	#faec29	250,236,41
AT1G07130	1	A	#faec29	250,236,41
AT1G07135	1	A	#faec29	250,236,41
AT1G07140	1	A	#faec29	250,236,41
AT1G07150	1	A	#faec29	250,236,41
AT1G07160	1	A	#faec29	250,236,41
AT1G07170	1	A	#faec29	250,236,41
AT1G07175	1	A	#faec29	250,236,41
AT1G07180	1	A	#faec29	250,236,41
AT1G07190	1	A	#faec29	250,236,41
AT1G07200	1	A	#faec29	250,236,41
AT1G07210	1	A	#faec29	250,236,41
AT1G07220	1	A	#faec29	250,236,41
AT1G07230	1	A	#faec29	250,236,41
AT1G07240	1	A	#faec29	250,236,41
AT1G07250	1	A	#faec29	250,236,41
AT1G07260	1	A	#faec29	250,236,41
AT1G07270	1	A	#faec29	250,236,41
AT1G07280	1	A	#faec29	250,236,41
AT1G07290	1	A	#faec29	250,236,41
AT1G07300	1	A	#faec29	250,236,41
AT1G07310	1	A	#faec29	250,236,41
AT1G07320	1	A	#faec29	250,236,41
AT1G07330	1	A	#faec29	250,236,41
AT1G07340	1	A	#faec29	250,236,41
AT1G07350	1	A	#faec29	250,236,41
AT1G07360	1	A	#faec29	250,236,41
AT1G07370	1	A	#faec29	250,236,41
AT1G07380	1	A	#faec29	250,236,41
AT1G07390	1	A	#faec29	250,236,41
AT1G07400	1	A	#faec29	250,236,41
AT1G07410	1	A	#faec29	250,236,41
AT1G07420	1	A	#faec29	250,236,41
AT1G07430	1	A	#faec29	250,236,41
AT1G07440	1	A	#faec29	250,236,41
AT1G07450	1	A	#faec29	250,236,41
AT1G07460	1	A	#faec29	250,236,41
AT1G07470	1	A	#faec29	250,236,41
AT1G07473	1	A	#faec29	250,236,41
AT1G07476	1	A	#faec29	250,236,41
AT1G07480	1	A	#faec29	250,236,41
AT1G07485	1	A	#faec29	250,236,41
AT1G07490	1	A	#faec29	250,236,41
AT1G07500	1	A	#faec29	250,236,41
AT1G07510	1	A	#faec29	250,236,41
AT1G07520	1	A	#faec29	250,236,41
AT1G07530	1	A	#faec29	250,236,41
AT1G07540	1	A	#faec29	250,236,41
AT1G07550	1	A	#faec29	250,236,41
AT1G07560	1	A	#faec29	250,236,41
AT1G07570	1	A	#faec29	250,236,41
AT1G07580	1	A	#faec29	250,236,41
AT1G07590	1	A	#faec29	250,236,41
AT1G07600	1	A	#faec29	250,236,41
AT1G07610	1	A	#faec29	250,236,41
AT1G07615	1	A	#faec29	250,236,41
AT1G07620	1	A	#faec29	250,236,41
AT1G07630	1	A	#faec29	250,236,41
AT1G07640	1	A	#faec29	250,236,41
AT1G07650	1	A	#faec29	250,236,41
AT1G07645	1	A	#faec29	250,236,41
AT1G07660	1	A	#faec29	250,236,41
AT1G07670	1	A	#faec29	250,236,41
AT1G07680	1	A	#faec29	250,236,41
AT1G07690	1	A	#faec29	250,236,41
AT1G07700	1	A	#faec29	250,236,41
AT1G07705	1	A	#faec29	250,236,41
AT1G07702	1	A	#faec29	250,236,41
AT1G07710	1	A	#faec29	250,236,41
AT1G07720	1	A	#faec29	250,236,41
AT1G07725	1	A	#faec29	250,236,41
AT1G07728	1	A	#faec29	250,236,41
AT1G07740	1	A	#faec29	250,236,41
AT1G07730	1	A	#faec29	250,236,41
AT1G07745	1	A	#faec29	250,236,41
AT1G07747	1	A	#faec29	250,236,41
AT1G07750	1	A	#faec29	250,236,41
AT1G07760	1	A	#faec29	250,236,41
AT1G07770	1	A	#faec29	250,236,41
AT1G07780	1	A	#faec29	250,236,41
AT1G07790	1	A	#faec29	250,236,41
AT1G07795	1	A	#faec29	250,236,41
AT1G07800	1	A	#faec29	250,236,41
AT1G07810	1	A	#faec29	250,236,41
AT1G07820	1	A	#faec29	250,236,41
AT1G07830	1	A	#faec29	250,236,41
AT1G07840	1	A	#faec29	250,236,41
AT1G07850	1	A	#faec29	250,236,41
AT1G07870	1	A	#faec29	250,236,41
AT1G07860	1	A	#faec29	250,236,41
AT1G07880	1	A	#faec29	250,236,41
AT1G07885	1	A	#faec29	250,236,41
AT1G07890	1	A	#faec29	250,236,41
AT1G07900	1	A	#faec29	250,236,41
AT1G07901	1	A	#faec29	250,236,41
AT1G07910	1	A	#faec29	250,236,41
AT1G07920	1	A	#faec29	250,236,41
AT1G07930	1	A	#faec29	250,236,41
AT1G07940	1	A	#faec29	250,236,41
AT1G07950	1	A	#faec29	250,236,41
AT1G07960	1	A	#faec29	250,236,41
AT1G07970	1	A	#faec29	250,236,41
AT1G07980	1	A	#faec29	250,236,41
AT1G07985	1	A	#faec29	250,236,41
AT1G07990	1	A	#faec29	250,236,41
AT1G08000	1	A	#faec29	250,236,41
AT1G08005	1	A	#faec29	250,236,41
AT1G08010	1	A	#faec29	250,236,41
AT1G08030	1	A	#faec29	250,236,41
AT1G08032	1	A	#faec29	250,236,41
AT1G08035	1	A	#faec29	250,236,41
AT1G08040	1	A	#faec29	250,236,41
AT1G08050	1	A	#faec29	250,236,41
AT1G08060	1	A	#faec29	250,236,41
AT1G08065	1	A	#faec29	250,236,41
AT1G08070	1	A	#faec29	250,236,41
AT1G08080	1	A	#faec29	250,236,41
AT1G08090	1	A	#faec29	250,236,41
AT1G08100	1	A	#faec29	250,236,41
AT1G08105	1	A	#faec29	250,236,41
AT1G08110	1	A	#faec29	250,236,41
AT1G08115	1	A	#faec29	250,236,41
AT1G08120	1	A	#faec29	250,236,41
AT1G08125	1	A	#faec29	250,236,41
AT1G08130	1	A	#faec29	250,236,41
AT1G08135	1	A	#faec29	250,236,41
AT1G08140	1	A	#faec29	250,236,41
AT1G08150	1	A	#faec29	250,236,41
AT1G08160	1	A	#faec29	250,236,41
AT1G08165	1	A	#faec29	250,236,41
AT1G08170	1	A	#faec29	250,236,41
AT1G08180	1	A	#faec29	250,236,41
AT1G08190	1	A	#faec29	250,236,41
AT1G08200	1	A	#faec29	250,236,41
AT1G08210	1	A	#faec29	250,236,41
AT1G08220	1	A	#faec29	250,236,41
AT1G08230	1	A	#faec29	250,236,41
AT1G08240	1	A	#faec29	250,236,41
AT1G08250	1	A	#faec29	250,236,41
AT1G08260	1	A	#faec29	250,236,41
AT1G08270	1	A	#faec29	250,236,41
AT1G08280	1	A	#faec29	250,236,41
AT1G08290	1	A	#faec29	250,236,41
AT1G08300	1	A	#faec29	250,236,41
AT1G08310	1	A	#faec29	250,236,41
AT1G08315	1	A	#faec29	250,236,41
AT1G08320	1	A	#faec29	250,236,41
AT1G08340	1	A	#faec29	250,236,41
AT1G08350	1	A	#faec29	250,236,41
AT1G08360	1	A	#faec29	250,236,41
AT1G08370	1	A	#faec29	250,236,41
AT1G08380	1	A	#faec29	250,236,41
AT1G08390	1	A	#faec29	250,236,41
AT1G08400	1	A	#faec29	250,236,41
AT1G08410	1	A	#faec29	250,236,41
AT1G08420	1	A	#faec29	250,236,41
AT1G08430	1	A	#faec29	250,236,41
AT1G08440	1	A	#faec29	250,236,41
AT1G08450	1	A	#faec29	250,236,41
AT1G08460	1	A	#faec29	250,236,41
AT1G08465	1	A	#faec29	250,236,41
AT1G08470	1	A	#faec29	250,236,41
AT1G08480	1	A	#faec29	250,236,41
AT1G08490	1	A	#faec29	250,236,41
AT1G08500	1	A	#faec29	250,236,41
AT1G08510	1	A	#faec29	250,236,41
AT1G08520	1	A	#faec29	250,236,41
AT1G08530	1	A	#faec29	250,236,41
AT1G08540	1	A	#faec29	250,236,41
AT1G08550	1	A	#faec29	250,236,41
AT1G08560	1	A	#faec29	250,236,41
AT1G08570	1	A	#faec29	250,236,41
AT1G08580	1	A	#faec29	250,236,41
AT1G08590	1	A	#faec29	250,236,41
AT1G08592	1	A	#faec29	250,236,41
AT1G08600	1	A	#faec29	250,236,41
AT1G08610	1	A	#faec29	250,236,41
AT1G08620	1	A	#faec29	250,236,41
AT1G08630	1	A	#faec29	250,236,41
AT1G08640	1	A	#faec29	250,236,41
AT1G08650	1	A	#faec29	250,236,41
AT1G08660	1	A	#faec29	250,236,41
AT1G08670	1	A	#faec29	250,236,41
AT1G08680	1	A	#faec29	250,236,41
AT1G08695	1	A	#faec29	250,236,41
AT1G08700	1	A	#faec29	250,236,41
AT1G08710	1	A	#faec29	250,236,41
AT1G08720	1	A	#faec29	250,236,41
AT1G08730	1	A	#faec29	250,236,41
AT1G08735	1	A	#faec29	250,236,41
AT1G08740	1	A	#faec29	250,236,41
AT1G08750	1	A	#faec29	250,236,41
AT1G08760	1	A	#faec29	250,236,41
AT1G08770	1	A	#faec29	250,236,41
AT1G08780	1	A	#faec29	250,236,41
AT1G08790	1	A	#faec29	250,236,41
AT1G08800	1	A	#faec29	250,236,41
AT1G08810	1	A	#faec29	250,236,41
AT1G08820	1	A	#faec29	250,236,41
AT1G08830	1	A	#faec29	250,236,41
AT1G08840	1	A	#faec29	250,236,41
AT1G08845	1	A	#faec29	250,236,41
AT1G08860	1	A	#faec29	250,236,41
AT1G08870	1	A	#faec29	250,236,41
AT1G08880	1	A	#faec29	250,236,41
AT1G08890	1	A	#faec29	250,236,41
AT1G08900	1	A	#faec29	250,236,41
AT1G08910	1	A	#faec29	250,236,41
AT1G08920	1	A	#faec29	250,236,41
AT1G08930	1	A	#faec29	250,236,41
AT1G08940	1	A	#faec29	250,236,41
AT1G08950	1	A	#faec29	250,236,41
AT1G08960	1	A	#faec29	250,236,41
AT1G08970	1	A	#faec29	250,236,41
AT1G08980	1	A	#faec29	250,236,41
AT1G08985	1	A	#faec29	250,236,41
AT1G08990	1	A	#faec29	250,236,41
AT1G09000	1	A	#faec29	250,236,41
AT1G09010	1	A	#faec29	250,236,41
AT1G09020	1	A	#faec29	250,236,41
AT1G09026	1	A	#faec29	250,236,41
AT1G09030	1	A	#faec29	250,236,41
AT1G09040	1	A	#faec29	250,236,41
AT1G09050	1	A	#faec29	250,236,41
AT1G09060	1	A	#faec29	250,236,41
AT1G09070	1	A	#faec29	250,236,41
AT1G09080	1	A	#faec29	250,236,41
AT1G09090	1	A	#faec29	250,236,41
AT1G09100	1	A	#faec29	250,236,41
AT1G09110	1	A	#faec29	250,236,41
AT1G09130	1	A	#faec29	250,236,41
AT1G09140	1	A	#faec29	250,236,41
AT1G09150	1	A	#faec29	250,236,41
AT1G09155	1	A	#faec29	250,236,41
AT1G09157	1	A	#faec29	250,236,41
AT1G09160	1	A	#faec29	250,236,41
AT1G09170	1	A	#faec29	250,236,41
AT1G09176	1	A	#faec29	250,236,41
AT1G09180	1	A	#faec29	250,236,41
AT1G09190	1	A	#faec29	250,236,41
AT1G09195	1	A	#faec29	250,236,41
AT1G09200	1	A	#faec29	250,236,41
AT1G09210	1	A	#faec29	250,236,41
AT1G09220	1	A	#faec29	250,236,41
AT1G09230	1	A	#faec29	250,236,41
AT1G09240	1	A	#faec29	250,236,41
AT1G09245	1	A	#faec29	250,236,41
AT1G09250	1	A	#faec29	250,236,41
AT1G09260	1	A	#faec29	250,236,41
AT1G09270	1	A	#faec29	250,236,41
AT1G09280	1	A	#faec29	250,236,41
AT1G09290	1	A	#faec29	250,236,41
AT1G09300	1	A	#faec29	250,236,41
AT1G09310	1	A	#faec29	250,236,41
AT1G09320	1	A	#faec29	250,236,41
AT1G09330	1	A	#faec29	250,236,41
AT1G09340	1	A	#faec29	250,236,41
AT1G09350	1	A	#faec29	250,236,41
AT1G09360	1	A	#faec29	250,236,41
AT1G09370	1	A	#faec29	250,236,41
AT1G09380	1	A	#faec29	250,236,41
AT1G09390	1	A	#faec29	250,236,41
AT1G09400	1	A	#faec29	250,236,41
AT1G09410	1	A	#faec29	250,236,41
AT1G09415	1	A	#faec29	250,236,41
AT1G09420	1	A	#faec29	250,236,41
AT1G09421	1	A	#faec29	250,236,41
AT1G09430	1	A	#faec29	250,236,41
AT1G09440	1	A	#faec29	250,236,41
AT1G09450	1	A	#faec29	250,236,41
AT1G09460	1	A	#faec29	250,236,41
AT1G09470	1	A	#faec29	250,236,41
AT1G09480	1	A	#faec29	250,236,41
AT1G09483	1	A	#faec29	250,236,41
AT1G09486	1	A	#faec29	250,236,41
AT1G09490	1	A	#faec29	250,236,41
AT1G09500	1	A	#faec29	250,236,41
AT1G09510	1	A	#faec29	250,236,41
AT1G09520	1	A	#faec29	250,236,41
AT1G09530	1	A	#faec29	250,236,41
AT1G09540	1	A	#faec29	250,236,41
AT1G09550	1	A	#faec29	250,236,41
AT1G09560	1	A	#faec29	250,236,41
AT1G09570	1	A	#faec29	250,236,41
AT1G09575	1	A	#faec29	250,236,41
AT1G09580	1	A	#faec29	250,236,41
AT1G09590	1	A	#faec29	250,236,41
AT1G09600	1	A	#faec29	250,236,41
AT1G09610	1	A	#faec29	250,236,41
AT1G09620	1	A	#faec29	250,236,41
AT1G09625	1	A	#faec29	250,236,41
AT1G09630	1	A	#faec29	250,236,41
AT1G09640	1	A	#faec29	250,236,41
AT1G09645	1	A	#faec29	250,236,41
AT1G09650	1	A	#faec29	250,236,41
AT1G09660	1	A	#faec29	250,236,41
AT1G09665	1	A	#faec29	250,236,41
AT1G09680	1	A	#faec29	250,236,41
AT1G09690	1	A	#faec29	250,236,41
AT1G09700	1	A	#faec29	250,236,41
AT1G09710	1	A	#faec29	250,236,41
AT1G09720	1	A	#faec29	250,236,41
AT1G09730	1	A	#faec29	250,236,41
AT1G09740	1	A	#faec29	250,236,41
AT1G09750	1	A	#faec29	250,236,41
AT1G09760	1	A	#faec29	250,236,41
AT1G09770	1	A	#faec29	250,236,41
AT1G09780	1	A	#faec29	250,236,41
AT1G09790	1	A	#faec29	250,236,41
AT1G09794	1	A	#faec29	250,236,41
AT1G09795	1	A	#faec29	250,236,41
AT1G09800	1	A	#faec29	250,236,41
AT1G09810	1	A	#faec29	250,236,41
AT1G09812	1	A	#faec29	250,236,41
AT1G09815	1	A	#faec29	250,236,41
AT1G09820	1	A	#faec29	250,236,41
AT1G09830	1	A	#faec29	250,236,41
AT1G09840	1	A	#faec29	250,236,41
AT1G09850	1	A	#faec29	250,236,41
AT1G09860	1	A	#faec29	250,236,41
AT1G09870	1	A	#faec29	250,236,41
AT1G09880	1	A	#faec29	250,236,41
AT1G09890	1	A	#faec29	250,236,41
AT1G09900	1	A	#faec29	250,236,41
AT1G09910	1	A	#faec29	250,236,41
AT1G09920	1	A	#faec29	250,236,41
AT1G09930	1	A	#faec29	250,236,41
AT1G09932	1	A	#faec29	250,236,41
AT1G09935	1	A	#faec29	250,236,41
AT1G09940	1	A	#faec29	250,236,41
AT1G09950	1	A	#faec29	250,236,41
AT1G09960	1	A	#faec29	250,236,41
AT1G09970	1	A	#faec29	250,236,41
AT1G09980	1	A	#faec29	250,236,41
AT1G09995	1	A	#faec29	250,236,41
AT1G10000	1	A	#faec29	250,236,41
AT1G10010	1	A	#faec29	250,236,41
AT1G10020	1	A	#faec29	250,236,41
AT1G10030	1	A	#faec29	250,236,41
AT1G10040	1	A	#faec29	250,236,41
AT1G10050	1	A	#faec29	250,236,41
AT1G10060	1	A	#faec29	250,236,41
AT1G10070	1	A	#faec29	250,236,41
AT1G10090	1	A	#faec29	250,236,41
AT1G10095	1	A	#faec29	250,236,41
AT1G10100	1	A	#faec29	250,236,41
AT1G10110	1	A	#faec29	250,236,41
AT1G10120	1	A	#faec29	250,236,41
AT1G10130	1	A	#faec29	250,236,41
AT1G10140	1	A	#faec29	250,236,41
AT1G10150	1	A	#faec29	250,236,41
AT1G10155	1	A	#faec29	250,236,41
AT1G10160	1	A	#faec29	250,236,41
AT1G10170	1	A	#faec29	250,236,41
AT1G10180	1	A	#faec29	250,236,41
AT1G10190	1	A	#faec29	250,236,41
AT1G10200	1	A	#faec29	250,236,41
AT1G10210	1	A	#faec29	250,236,41
AT1G10220	1	A	#faec29	250,236,41
AT1G10230	1	A	#faec29	250,236,41
AT1G10240	1	A	#faec29	250,236,41
AT1G10250	1	A	#faec29	250,236,41
AT1G10260	1	A	#faec29	250,236,41
AT1G10270	1	A	#faec29	250,236,41
AT1G10280	1	A	#faec29	250,236,41
AT1G10290	1	A	#faec29	250,236,41
AT1G10300	1	A	#faec29	250,236,41
AT1G10310	1	A	#faec29	250,236,41
AT1G10320	1	A	#faec29	250,236,41
AT1G10330	1	A	#faec29	250,236,41
AT1G10340	1	A	#faec29	250,236,41
AT1G10350	1	A	#faec29	250,236,41
AT1G10360	1	A	#faec29	250,236,41
AT1G10370	1	A	#faec29	250,236,41
AT1G10380	1	A	#faec29	250,236,41
AT1G10385	1	A	#faec29	250,236,41
AT1G10390	1	A	#faec29	250,236,41
AT1G10400	1	A	#faec29	250,236,41
AT1G10410	1	A	#faec29	250,236,41
AT1G10417	1	A	#faec29	250,236,41
AT1G10419	1	A	#faec29	250,236,41
AT1G10430	1	A	#faec29	250,236,41
AT1G10440	1	A	#faec29	250,236,41
AT1G10450	1	A	#faec29	250,236,41
AT1G10455	1	A	#faec29	250,236,41
AT1G10460	1	A	#faec29	250,236,41
AT1G10470	1	A	#faec29	250,236,41
AT1G10480	1	A	#faec29	250,236,41
AT1G10490	1	A	#faec29	250,236,41
AT1G10500	1	A	#faec29	250,236,41
AT1G10510	1	A	#faec29	250,236,41
AT1G10520	1	A	#faec29	250,236,41
AT1G10522	1	A	#faec29	250,236,41
AT1G10530	1	A	#faec29	250,236,41
AT1G10538	1	A	#faec29	250,236,41
AT1G10540	1	A	#faec29	250,236,41
AT1G10550	1	A	#faec29	250,236,41
AT1G10560	1	A	#faec29	250,236,41
AT1G10570	1	A	#faec29	250,236,41
AT1G10580	1	A	#faec29	250,236,41
AT1G10585	1	A	#faec29	250,236,41
AT1G10586	1	A	#faec29	250,236,41
AT1G10588	1	A	#faec29	250,236,41
AT1G10590	1	A	#faec29	250,236,41
AT1G10600	1	A	#faec29	250,236,41
AT1G10610	1	A	#faec29	250,236,41
AT1G10620	1	A	#faec29	250,236,41
AT1G10630	1	A	#faec29	250,236,41
AT1G10640	1	A	#faec29	250,236,41
AT1G10650	1	A	#faec29	250,236,41
AT1G10652	1	A	#faec29	250,236,41
AT1G10657	1	A	#faec29	250,236,41
AT1G10660	1	A	#faec29	250,236,41
AT1G10670	1	A	#faec29	250,236,41
AT1G10680	1	A	#faec29	250,236,41
AT1G10682	1	A	#faec29	250,236,41
AT1G10690	1	A	#faec29	250,236,41
AT1G10700	1	A	#faec29	250,236,41
AT1G10705	1	A	#faec29	250,236,41
AT1G10710	1	A	#faec29	250,236,41
AT1G10717	1	A	#faec29	250,236,41
AT1G10720	1	A	#faec29	250,236,41
AT1G10730	1	A	#faec29	250,236,41
AT1G10740	1	A	#faec29	250,236,41
AT1G10745	1	A	#faec29	250,236,41
AT1G10747	1	A	#faec29	250,236,41
AT1G10750	1	A	#faec29	250,236,41
AT1G10760	1	A	#faec29	250,236,41
AT1G10770	1	A	#faec29	250,236,41
AT1G10780	1	A	#faec29	250,236,41
AT1G10790	1	A	#faec29	250,236,41
AT1G10800	1	A	#faec29	250,236,41
AT1G10810	1	A	#faec29	250,236,41
AT1G10820	1	A	#faec29	250,236,41
AT1G10830	1	A	#faec29	250,236,41
AT1G10840	1	A	#faec29	250,236,41
AT1G10850	1	A	#faec29	250,236,41
AT1G10865	1	A	#faec29	250,236,41
AT1G10870	1	A	#faec29	250,236,41
AT1G10880	1	A	#faec29	250,236,41
AT1G10890	1	A	#faec29	250,236,41
AT1G10900	1	A	#faec29	250,236,41
AT1G10910	1	A	#faec29	250,236,41
AT1G10920	1	A	#faec29	250,236,41
AT1G10930	1	A	#faec29	250,236,41
AT1G10940	1	A	#faec29	250,236,41
AT1G10950	1	A	#faec29	250,236,41
AT1G10960	1	A	#faec29	250,236,41
AT1G10970	1	A	#faec29	250,236,41
AT1G10980	1	A	#faec29	250,236,41
AT1G10990	1	A	#faec29	250,236,41
AT1G11000	1	A	#faec29	250,236,41
AT1G11010	1	A	#faec29	250,236,41
AT1G11020	1	A	#faec29	250,236,41
AT1G11030	1	A	#faec29	250,236,41
AT1G11040	1	A	#faec29	250,236,41
AT1G11050	1	A	#faec29	250,236,41
AT1G11055	1	A	#faec29	250,236,41
AT1G11060	1	A	#faec29	250,236,41
AT1G11070	1	A	#faec29	250,236,41
AT1G11080	1	A	#faec29	250,236,41
AT1G11090	1	A	#faec29	250,236,41
AT1G11100	1	A	#faec29	250,236,41
AT1G11110	1	A	#faec29	250,236,41
AT1G11112	1	A	#faec29	250,236,41
AT1G11120	1	A	#faec29	250,236,41
AT1G11125	1	A	#faec29	250,236,41
AT1G11130	1	A	#faec29	250,236,41
AT1G11145	1	A	#faec29	250,236,41
AT1G11150	1	A	#faec29	250,236,41
AT1G11160	1	A	#faec29	250,236,41
AT1G11170	1	A	#faec29	250,236,41
AT1G11175	1	A	#faec29	250,236,41
AT1G11180	1	A	#faec29	250,236,41
AT1G11185	1	A	#faec29	250,236,41
AT1G11190	1	A	#faec29	250,236,41
AT1G11200	1	A	#faec29	250,236,41
AT1G11210	1	A	#faec29	250,236,41
AT1G11220	1	A	#faec29	250,236,41
AT1G11230	1	A	#faec29	250,236,41
AT1G11240	1	A	#faec29	250,236,41
AT1G11250	1	A	#faec29	250,236,41
AT1G11260	1	A	#faec29	250,236,41
AT1G11270	1	A	#faec29	250,236,41
AT1G11265	1	A	#faec29	250,236,41
AT1G11280	1	A	#faec29	250,236,41
AT1G11290	1	A	#faec29	250,236,41
AT1G11300	1	A	#faec29	250,236,41
AT1G11310	1	A	#faec29	250,236,41
AT1G11320	1	A	#faec29	250,236,41
AT1G11330	1	A	#faec29	250,236,41
AT1G11340	1	A	#faec29	250,236,41
AT1G11350	1	A	#faec29	250,236,41
AT1G11360	1	A	#faec29	250,236,41
AT1G11362	1	A	#faec29	250,236,41
AT1G11370	1	A	#faec29	250,236,41
AT1G11380	1	A	#faec29	250,236,41
AT1G11390	1	A	#faec29	250,236,41
AT1G11400	1	A	#faec29	250,236,41
AT1G11410	1	A	#faec29	250,236,41
AT1G11420	1	A	#faec29	250,236,41
AT1G11430	1	A	#faec29	250,236,41
AT1G11440	1	A	#faec29	250,236,41
AT1G11450	1	A	#faec29	250,236,41
AT1G11460	1	A	#faec29	250,236,41
AT1G11470	1	A	#faec29	250,236,41
AT1G11475	1	A	#faec29	250,236,41
AT1G11480	1	A	#faec29	250,236,41
AT1G11482	1	A	#faec29	250,236,41
AT1G11490	1	A	#faec29	250,236,41
AT1G11500	1	A	#faec29	250,236,41
AT1G11510	1	A	#faec29	250,236,41
AT1G11520	1	A	#faec29	250,236,41
AT1G11530	1	A	#faec29	250,236,41
AT1G11540	1	A	#faec29	250,236,41
AT1G11545	1	A	#faec29	250,236,41
AT1G11550	1	A	#faec29	250,236,41
AT1G11560	1	A	#faec29	250,236,41
AT1G11570	1	A	#faec29	250,236,41
AT1G11572	1	A	#faec29	250,236,41
AT1G11580	1	A	#faec29	250,236,41
AT1G11590	1	A	#faec29	250,236,41
AT1G11592	1	A	#faec29	250,236,41
AT1G11593	1	A	#faec29	250,236,41
AT1G11595	1	A	#faec29	250,236,41
AT1G11600	1	A	#faec29	250,236,41
AT1G11608	1	A	#faec29	250,236,41
AT1G11610	1	A	#faec29	250,236,41
AT1G11620	1	A	#faec29	250,236,41
AT1G11630	1	A	#faec29	250,236,41
AT1G11640	1	A	#faec29	250,236,41
AT1G11650	1	A	#faec29	250,236,41
AT1G11655	1	A	#faec29	250,236,41
AT1G11660	1	A	#faec29	250,236,41
AT1G11670	1	A	#faec29	250,236,41
AT1G11680	1	A	#faec29	250,236,41
AT1G11684	1	A	#faec29	250,236,41
AT1G11690	1	A	#faec29	250,236,41
AT1G11700	1	A	#faec29	250,236,41
AT1G11710	1	A	#faec29	250,236,41
AT1G11720	1	A	#faec29	250,236,41
AT1G11730	1	A	#faec29	250,236,41
AT1G11735	1	A	#faec29	250,236,41
AT1G11740	1	A	#faec29	250,236,41
AT1G11750	1	A	#faec29	250,236,41
AT1G11755	1	A	#faec29	250,236,41
AT1G11760	1	A	#faec29	250,236,41
AT1G11765	1	A	#faec29	250,236,41
AT1G11770	1	A	#faec29	250,236,41
AT1G11780	1	A	#faec29	250,236,41
AT1G11785	1	A	#faec29	250,236,41
AT1G11790	1	A	#faec29	250,236,41
AT1G11800	1	A	#faec29	250,236,41
AT1G11803	1	A	#faec29	250,236,41
AT1G11806	1	A	#faec29	250,236,41
AT1G11810	1	A	#faec29	250,236,41
AT1G11820	1	A	#faec29	250,236,41
AT1G11840	1	A	#faec29	250,236,41
AT1G11850	1	A	#faec29	250,236,41
AT1G11860	1	A	#faec29	250,236,41
AT1G11870	1	A	#faec29	250,236,41
AT1G11880	1	A	#faec29	250,236,41
AT1G11890	1	A	#faec29	250,236,41
AT1G11900	1	A	#faec29	250,236,41
AT1G11905	1	A	#faec29	250,236,41
AT1G11910	1	A	#faec29	250,236,41
AT1G11915	1	A	#faec29	250,236,41
AT1G11920	1	A	#faec29	250,236,41
AT1G11925	1	A	#faec29	250,236,41
AT1G11930	1	A	#faec29	250,236,41
AT1G11940	1	A	#faec29	250,236,41
AT1G11950	1	A	#faec29	250,236,41
AT1G11960	1	A	#faec29	250,236,41
AT1G11970	1	A	#faec29	250,236,41
AT1G11980	1	A	#faec29	250,236,41
AT1G11990	1	A	#faec29	250,236,41
AT1G12000	1	A	#faec29	250,236,41
AT1G12010	1	A	#faec29	250,236,41
AT1G12013	1	A	#faec29	250,236,41
AT1G12015	1	A	#faec29	250,236,41
