Bna	Ath_uniprot	Ath_agi	ACK_block	consensus_ACK	consensus_score	Ath_position	Ath_increment
A01p04020.1_BnaDAR	Q6NMZ4	AT4G34412	U	U	6833.93	26812	-3
A01p04030.1_BnaDAR	Q9SZ06	AT4G34410	U	U	6835.19	26811	-1
A01p04050.1_BnaDAR	C6KIE6	AT4G34390	U	U	7344.62	26809	-2
A01p04060.1_BnaDAR	Q9SZ03	AT4G34380	U	U	7112.68	26808	-1
A01p04070.1_BnaDAR	Q949V6	AT4G34370	U	U	7302.92	26807	-1
A01p04090.1_BnaDAR	Q94B35	AT4G34350	U	U	7252.92	26805	-2
A01p04100.1_BnaDAR	Q9SYZ9	AT4G34340	U	U	7030.6	26803	-2
A01p04110.1_BnaDAR	F4JKN4	AT4G34310	U	U	7836.05	26800	-3
A01p04120.1_BnaDAR	Q8GYY7	AT4G34280	U	U	7087.26	26797	-3
A01p04130.1_BnaDAR	O64628	AT3G25580	L	U	6385.12	16183	-10614
A01p04130.1_BnaDAR	Q9LSU4	AT3G25580	L	U	6385.12	16183	0
A01p04140.1_BnaDAR	Q8VXY4	AT4G34270	U	U	6621.55	26796	10613
A01p04150.1_BnaDAR	A0A1P8B754	AT4G34265	U	U	6355.14	26795	-1
A01p04160.1_BnaDAR	P82643	AT4G32717	U	U	6344.1	26625	-170
A01p04160.1_BnaDAR	P82644	AT4G32714	U	U	6344.1	26624	-1
A01p04170.1_BnaDAR	Q8L7W8	AT4G34260	U	U	7088.84	26794	170
A01p04180.1_BnaDAR	Q9SYZ0	AT4G34250	U	U	6673.61	26793	-1
A01p04190.1_BnaDAR	Q8W033	AT4G34240	U	U	6648.09	26792	-1
A01p04200.1_BnaDAR	O49482	AT4G34230	U	U	6426.23	26791	-1
A01p04210.1_BnaDAR	A2RVQ5	AT4G37940	U	U	6111.01	27186	395
A01p04220.1_BnaDAR	Q94C77	AT4G34220	U	U	6439.02	26790	-396
A01p04230.1_BnaDAR	Q8L9J9	AT4G34215	U	U	6104.88	26789	-1
A01p04240.1_BnaDAR	O49485	AT4G34200	U	U	6330.64	26787	-2
A01p04250.1_BnaDAR	Q9M7I9	AT4G34190	U	U	5802.66	26786	-1
A01p04260.1_BnaDAR	Q9LX65	AT3G42050	l_m	U	5674.65	16754	-10032
A01p04270.1_BnaDAR	Q3EBZ0	AT2G17305	H	U	5674.65	19958	3204
A01p04280.1_BnaDAR	P42753	AT4G34160	U	U	5933.71	26783	6825
A01p04290.1_BnaDAR	F4JKK8	AT4G34140	U	U	6025	26781	-2
A01p04300.1_BnaDAR	Q8VZE9	AT4G34138	U	U	6265.99	26779	-2
A01p04310.1_BnaDAR	Q94C57	AT4G34135	U	U	6330.84	26778	-1
A01p04310.1_BnaDAR	Q8W491	AT4G34131	U	U	6330.84	26777	-1
A01p04320.1_BnaDAR	Q8W491	AT4G34131	U	U	6383.82	26777	0
A01p04320.1_BnaDAR	Q94C57	AT4G34135	U	U	6383.82	26778	1
A01p04330.1_BnaDAR	Q9C5D0	AT4G34120	U	U	6212.22	26776	-2
A01p04340.1_BnaDAR	P42731	AT4G34110	U	U	6596.83	26775	-1
A01p04350.1_BnaDAR	F4JKK0	AT4G34100	U	U	7062.37	26774	-1
A01p04360.1_BnaDAR	O49498	AT4G34060	U	U	6575.71	26770	-4
A01p04380.1_BnaDAR	Q8VY09	AT4G34020	U	U	6097.54	26766	-4
A01p04390.1_BnaDAR	Q9M7Q3	AT4G34000	U	U	5872.39	26765	-1
A01p04400.1_BnaDAR	Q8L983	AT4G33980	U	U	5570.83	26762	-3
A01p04430.1_BnaDAR	O81764	AT4G33960	U	U	5521.65	26760	-2
A01p04440.1_BnaDAR	Q940H6	AT4G33950	U	U	5794.87	26759	-1
A01p04450.1_BnaDAR	Q8L5Z0	AT4G33945	U	U	5749.81	26758	-1
A01p04470.1_BnaDAR	Q680P8	AT4G33865	U	U	5370.86	26746	-12
A01p04510.1_BnaDAR	O81755	AT4G33870	U	U	5564.14	26747	1
A01p04520.1_BnaDAR	Q8L9K4	AT4G33800	U	U	5389.45	26740	-7
A01p04530.1_BnaDAR	Q93ZB9	AT4G33790	U	U	5687.71	26739	-1
A01p04540.1_BnaDAR	Q8LCF7	AT4G33780	U	U	5358.15	26738	-1
A01p04570.1_BnaDAR	O81893	AT4G33770	U	U	5586.99	26737	-1
A01p04590.1_BnaDAR	Q67YL8	AT4G33740	U	U	5431.58	26735	-2
A01p04600.1_BnaDAR	O81889	AT4G33730	U	U	5478.18	26733	-2
A01p04610.1_BnaDAR	O81888	AT4G33720	U	U	5504.39	26732	-1
A01p04620.1_BnaDAR	Q8VZI2	AT4G33700	U	U	5836.2	26730	-2
A01p04630.1_BnaDAR	Q6NPE9	AT4G33690	U	U	5645.41	26729	-1
A01p04640.1_BnaDAR	Q93ZN9	AT4G33680	U	U	6099.27	26728	-1
A01p04660.1_BnaDAR	Q8LG30	AT4G33660	U	U	5738.29	26725	-3
A01p04670.1_BnaDAR	Q8S944	AT4G33650	U	U	6567.5	26724	-1
A01p04680.1_BnaDAR	Q8LBN7	AT4G33640	U	U	6066.29	26723	-1
A01p04690.1_BnaDAR	Q8GXK1	AT4G33625	U	U	6202.37	26721	-2
A01p04700.1_BnaDAR	Q0WKV8	AT4G33620	U	U	6755.16	26720	-1
A01p04710.1_BnaDAR	Q94CE3	AT4G33580	U	U	6609.2	26715	-5
A01p04720.1_BnaDAR	Q8RWE1	AT4G33540	U	U	6783.05	26711	-4
A01p04730.1_BnaDAR	Q8LPL8	AT4G33530	U	U	7422.44	26710	-1
A01p04740.1_BnaDAR	Q9SZC9	AT4G33520	U	U	7656.81	26709	-1
A01p04750.1_BnaDAR	Q00218	AT4G33510	U	U	7369.55	26708	-1
A01p04760.1_BnaDAR	Q93V88	AT4G33500	U	U	7173.51	26707	-1
A01p04770.1_BnaDAR	Q689D6	AT4G33495	U	U	7217.42	26706	-1
A01p04780.1_BnaDAR	Q8LCW1	AT4G33490	U	U	7264.14	26705	-1
A01p04790.1_BnaDAR	A2RVW1	AT4G33480	U	U	7033.33	26704	-1
A01p04800.1_BnaDAR	Q941D6	AT4G33470	U	U	7224.76	26703	-1
A01p04810.1_BnaDAR	Q570U1	AT4G33467	U	U	6927.52	26702	-1
A01p04820.1_BnaDAR	Q8H1R4	AT4G33460	U	U	7134.57	26700	-2
A01p04830.1_BnaDAR	Q9SZC2	AT4G33450	U	U	7181.59	26699	-1
A01p04850.1_BnaDAR	Q84K13	AT4G33440	U	U	7536.88	26698	-1
A01p04860.1_BnaDAR	Q94F62	AT4G33430	U	U	7721.48	26697	-1
A01p04870.1_BnaDAR	Q9SZB9	AT4G33420	U	U	7629.85	26696	-1
A01p04880.1_BnaDAR	Q93Z32	AT4G33410	U	U	7811.01	26695	-1
A01p04890.1_BnaDAR	Q9SZB7	AT4G33400	U	U	8139.38	26694	-1
A01p04900.1_BnaDAR	Q9SZB6	AT4G33390	U	U	8020.63	26693	-1
A01p04910.1_BnaDAR	Q9SZB2	AT4G33350	U	U	8060.36	26688	-5
A01p04920.1_BnaDAR	Q8GWW4	AT4G33330	U	U	8589.74	26687	-1
A01p04930.1_BnaDAR	Q9SZA7	AT4G33300	U	U	8803.03	26684	-3
A01p04940.1_BnaDAR	Q9SZA4	AT4G33270	U	U	8858.73	26681	-3
A01p04950.1_BnaDAR	Q0WUR5	AT4G33240	U	U	10044.82	26678	-3
A01p04960.1_BnaDAR	Q9SMY7	AT4G33220	U	U	9087.12	26676	-2
A01p04970.1_BnaDAR	Q9SMY8	AT4G33210	U	U	9065.19	26675	-1
A01p04980.1_BnaDAR	Q0WPU1	AT4G33200	U	U	9555.27	26674	-1
A01p04990.1_BnaDAR	B5X0N4	AT4G33180	U	U	8532.97	26673	-1
A01p05000.1_BnaDAR	Q9SMZ2	AT4G33170	U	U	8882.27	26672	-1
A01p05010.1_BnaDAR	Q9SMZ3	AT4G33160	U	U	8134.48	26671	-1
A01p05020.1_BnaDAR	Q9SMZ4	AT4G33150	U	U	8444.25	26670	-1
A01p05030.1_BnaDAR	Q1G3K5	AT4G33145	U	U	7160.92	26669	-1
A01p05040.1_BnaDAR	Q1G3K5	AT4G33145	U	U	7148.53	26669	0
A01p05050.1_BnaDAR	Q1G3K5	AT4G33145	U	U	7144.03	26669	0
A01p05060.1_BnaDAR	Q1G3K5	AT4G33145	U	U	7139.53	26669	0
A01p05070.1_BnaDAR	Q93ZF7	AT4G33140	U	U	7376.38	26668	-1
A01p05080.1_BnaDAR	A8MS81	AT4G33130	U	U	7329.63	26667	-1
A01p05100.1_BnaDAR	Q9SMZ9	AT4G33100	U	U	7246.95	26664	-3
A01p05110.1_BnaDAR	Q8VZH2	AT4G33090	U	U	8111.11	26663	-1
A01p05120.1_BnaDAR	Q8GUH5	AT4G33080	U	U	7912.6	26662	-1
A01p05130.1_BnaDAR	Q6Q152	AT4G33060	U	U	7860.79	26660	-2
A01p05140.1_BnaDAR	O82645	AT4G33050	U	U	7867.3	26659	-1
A01p05150.1_BnaDAR	Q8L9S3	AT4G33040	U	U	7614.07	26658	-1
A01p05160.1_BnaDAR	O48917	AT4G33030	U	U	7959.14	26657	-1
A01p05170.1_BnaDAR	O82643	AT4G33020	U	U	7898.28	26656	-1
A01p05180.1_BnaDAR	Q94B78	AT4G33010	U	U	8715.63	26655	-1
A01p05190.1_BnaDAR	Q7FRS8	AT4G33000	U	U	7978.34	26654	-1
A01p05200.1_BnaDAR	P48731	AT4G32980	U	U	8123.93	26652	-2
A01p05240.1_BnaDAR	P48731	AT4G32980	U	U	8005.53	26652	0
A01p05340.1_BnaDAR	Q39119	AT4G32940	U	U	8328.7	26648	-4
A01p05350.1_BnaDAR	F4JVV4	AT4G32930	U	U	8133.59	26647	-1
A01p05360.1_BnaDAR	F4JV81	AT4G32920	U	U	9332.85	26646	-1
A01p05370.1_BnaDAR	Q8RXH2	AT4G32910	U	U	8829.46	26644	-2
A01p05380.1_BnaDAR	F4JV77	AT4G32900	U	U	8286.56	26643	-1
A01p05390.1_BnaDAR	O82632	AT4G32890	U	U	8330.96	26642	-1
A01p05400.1_BnaDAR	Q39123	AT4G32880	U	U	9011.28	26641	-1
A01p05410.1_BnaDAR	Q9M073	AT4G32870	U	U	8301.63	26640	-1
A01p05420.1_BnaDAR	Q6NNI9	AT4G32860	U	U	8335.71	26639	-1
A01p05440.1_BnaDAR	Q8VYW1	AT4G32850	U	U	8930.79	26638	-1
A01p05450.1_BnaDAR	Q9M076	AT4G32840	U	U	8779.56	26637	-1
A01p05470.1_BnaDAR	F4JV59	AT4G32820	U	U	9967.38	26635	-2
A01p05480.1_BnaDAR	Q8VY26	AT4G32810	U	U	8570.23	26634	-1
A01p05500.1_BnaDAR	Q9M080	AT4G32800	U	U	7999.02	26633	-1
A01p05510.1_BnaDAR	A0A1P8B8L5	AT4G32780	U	U	8105.48	26631	-2
A01p05560.1_BnaDAR	Q8L860	AT4G32760	U	U	8174.09	26629	-2
A01p05570.1_BnaDAR	Q8LA21	AT4G32750	U	U	7837.87	26628	-1
A01p05580.1_BnaDAR	Q9S7G7	AT4G32730	U	U	8038.97	26627	-1
A01p05590.1_BnaDAR	Q93ZV7	AT4G32720	U	U	7755.72	26626	-1
A01p05600.1_BnaDAR	P82643	AT4G32717	U	U	7489.62	26625	-1
A01p05600.1_BnaDAR	P82644	AT4G32714	U	U	7489.62	26624	-1
A01p05610.1_BnaDAR	P82644	AT4G32714	U	U	7482.68	26624	0
A01p05610.1_BnaDAR	P82643	AT4G32717	U	U	7482.68	26625	1
A01p05620.1_BnaDAR	P82643	AT4G32717	U	U	7486.83	26625	0
A01p05620.1_BnaDAR	P82644	AT4G32714	U	U	7486.83	26624	-1
A01p05630.1_BnaDAR	P82644	AT4G32714	U	U	7505.08	26624	0
A01p05630.1_BnaDAR	P82643	AT4G32717	U	U	7505.08	26625	1
A01p05640.1_BnaDAR	O65530	AT4G32710	U	U	7915.76	26623	-2
A01p05650.1_BnaDAR	Q588V7	AT4G32700	U	U	9911.55	26622	-1
A01p05660.1_BnaDAR	F4JV40	AT4G32680	U	U	8330.2	26620	-2
A01p05670.1_BnaDAR	F4JV39	AT4G32670	U	U	8714.83	26619	-1
A01p05690.1_BnaDAR	P51568	AT4G32660	U	U	8527.06	26618	-1
A01p05700.1_BnaDAR	P92960	AT4G32650	U	U	8641.81	26617	-1
A01p05710.1_BnaDAR	Q9M081	AT4G32640	U	U	8907.79	26616	-1
A01p05720.1_BnaDAR	B3H5G3	AT4G32630	U	U	8409.17	26615	-1
A01p05730.1_BnaDAR	F4JV27	AT4G32620	U	U	8911.93	26614	-1
A01p05770.1_BnaDAR	Q0WTS1	AT4G32610	U	U	7693.03	26613	-1
A01p05790.1_BnaDAR	Q8VY23	AT4G32600	U	U	7913.29	26611	-2
A01p05800.1_BnaDAR	F4JUE0	AT4G32590	U	U	7637.51	26610	-1
A01p05810.1_BnaDAR	Q84MB2	AT4G32570	U	U	7717.02	26608	-2
A01p05830.1_BnaDAR	Q94CB2	AT4G32560	U	U	7706.69	26607	-1
A01p05840.1_BnaDAR	Q9FUY2	AT4G32551	U	U	8135.19	26606	-1
A01p05850.1_BnaDAR	Q9SZY8	AT4G32540	U	U	7866.45	26605	-1
A01p05860.1_BnaDAR	F4JMX1	AT4G29250	U	U	7830.32	26241	-364
A01p05880.1_BnaDAR	Q9SUU1	AT4G32510	U	U	8060.9	26601	360
A01p05890.1_BnaDAR	Q9SCX5	AT4G32500	U	U	7988.22	26600	-1
A01p05900.1_BnaDAR	Q9SUU5	AT4G32470	U	U	7398.28	26597	-3
A01p05910.1_BnaDAR	Q8LAR0	AT4G32460	U	U	7619.65	26596	-1
A01p05920.1_BnaDAR	Q0WP65	AT4G32440	U	U	7564.86	26594	-2
A01p05940.1_BnaDAR	Q84MA3	AT4G32430	U	U	7814.99	26593	-1
A01p05950.1_BnaDAR	Q8RWY7	AT4G32420	U	U	7324.33	26592	-1
A01p05960.1_BnaDAR	O48946	AT4G32410	U	U	8080.47	26591	-1
A01p05970.1_BnaDAR	Q9SUV1	AT4G32400	U	U	7083.52	26590	-1
A01p05980.1_BnaDAR	Q9SUV2	AT4G32390	U	U	6954.98	26589	-1
A01p06000.1_BnaDAR	Q9SZA2	AT4G09870	P	U	6553.53	24060	-2529
A01p06010.1_BnaDAR	F4JUA3	AT4G32370	U	U	6776.01	26586	2526
A01p06020.1_BnaDAR	Q8RXT2	AT4G32350	U	U	6775.59	26584	-2
A01p06030.1_BnaDAR	O49358	AT4G32340	U	U	6568.83	26582	-2
A01p06040.1_BnaDAR	Q0WSZ8	AT4G32330	U	U	6668.03	26581	-1
A01p06040.1_BnaDAR	Q94C48	AT4G32330	U	U	6668.03	26581	0
A01p06050.1_BnaDAR	Q8RWZ5	AT4G32300	U	U	7034.77	26579	-2
A01p06070.1_BnaDAR	Q8RWZ5	AT4G32300	U	U	7185.7	26579	0
A01p06080.1_BnaDAR	Q84JY3	AT4G32295	U	U	6653.01	26578	-1
A01p06100.1_BnaDAR	Q8S9J8	AT4G32285	U	U	6944.95	26576	-2
A01p06110.1_BnaDAR	Q93WC4	AT4G32280	U	U	6506.02	26575	-1
A01p06140.1_BnaDAR	Q8RWX4	AT4G32250	U	U	6844.79	26571	-4
A01p06150.1_BnaDAR	Q8H1E5	AT4G32190	U	U	6495.46	26565	-6
A01p06160.1_BnaDAR	Q8L5Y9	AT4G32180	U	U	7251.47	26564	-1
A01p06170.1_BnaDAR	Q8S8D3	AT4G32160	U	U	6808.23	26561	-3
A01p06180.1_BnaDAR	Q94A05	AT4G32120	U	U	6298.39	26557	-4
A01p06190.1_BnaDAR	F4JTI5	AT4G32100	U	U	5951.83	26554	-3
A01p06200.1_BnaDAR	F4JTI5	AT4G32100	U	U	5941.71	26554	0
A01p06210.1_BnaDAR	O49383	AT4G32090	U	U	5953.51	26553	-1
A01p06220.1_BnaDAR	F4JTI1	AT4G32070	U	U	6382.9	26551	-2
A01p06230.1_BnaDAR	Q9SZ45	AT4G32060	U	U	6219.34	26550	-1
A01p06240.1_BnaDAR	Q5E911	AT4G32050	U	U	6228.37	26549	-1
A01p06250.1_BnaDAR	P48002	AT4G32040	U	U	5945.69	26548	-1
A01p06260.1_BnaDAR	O49388	AT4G32030	U	U	5721.64	26547	-1
A01p06280.1_BnaDAR	O49389	AT4G32020	U	U	5667.47	26546	-1
A01p06290.1_BnaDAR	P46248	AT4G31990	U	U	6003.31	26543	-3
A01p06320.1_BnaDAR	F4JTF6	AT4G31900	U	U	6121.07	26533	-10
A01p06360.1_BnaDAR	Q9SZ56	AT4G31890	U	U	5772.94	26532	-1
A01p06370.1_BnaDAR	Q8GUP3	AT4G31880	U	U	5452.3	26531	-1
A01p06420.1_BnaDAR	Q93ZC6	AT4G31875	U	U	5173.86	26530	-1
A01p06430.1_BnaDAR	Q9SZ52	AT4G31850	U	U	5233.8	26527	-3
A01p06440.1_BnaDAR	Q9SZ51	AT4G31840	U	U	5252.64	26526	-1
A01p06450.1_BnaDAR	Q9SZ50	AT4G31830	U	U	5203.01	26525	-1
A01p06460.1_BnaDAR	Q8H1D3	AT4G31820	U	U	5568.93	26524	-1
A01p06470.1_BnaDAR	Q9M2B5	AT4G23580	U	U	5322.18	25622	-902
A01p06480.1_BnaDAR	Q9C5T4	AT4G31800	U	U	5361.43	26521	899
A01p06490.1_BnaDAR	O81769	AT4G31790	U	U	5445.55	26520	-1
A01p06500.1_BnaDAR	O81770	AT4G31780	U	U	5684.5	26519	-1
A01p06510.1_BnaDAR	Q8RXV3	AT4G31750	U	U	5503.3	26515	-4
A01p06570.1_BnaDAR	F4K5W7	AT5G37170	S	U	5211.6	10173	-16342
A01p06590.1_BnaDAR	Q67XW5	AT4G31670	U	U	5692.58	26506	16333
A01p06650.1_BnaDAR	Q84J39	AT4G31610	U	U	5484.93	26499	-7
A01p06660.1_BnaDAR	Q9SB75	AT4G31590	U	U	5995.52	26497	-2
A01p06680.1_BnaDAR	Q9SV15	AT4G31550	U	U	5506.44	26493	-4
A01p06690.1_BnaDAR	Q7XYW9	AT4G31540	U	U	5790.12	26492	-1
A01p06700.1_BnaDAR	O65788	AT1G13080	A	U	5053.9	1306	-25186
A01p06720.1_BnaDAR	O49383	AT4G32090	U	U	5144.98	26553	25247
A01p06730.1_BnaDAR	F4JTI5	AT4G32100	U	U	5103.46	26554	1
A01p06740.1_BnaDAR	F4JTI5	AT4G32100	U	U	5078.41	26554	0
A01p06760.1_BnaDAR	O65788	AT1G13080	A	U	5046.37	1306	-25248
A01p06800.1_BnaDAR	Q9SV20	AT4G31490	U	U	6105.2	26487	25181
A01p06840.1_BnaDAR	Q9SV25	AT4G31440	U	U	5457.67	26481	-6
A01p06850.1_BnaDAR	Q949W6	AT4G31430	U	U	5511.84	26480	-1
A01p06860.1_BnaDAR	Q8H1G5	AT4G31420	U	U	5612.57	26479	-1
A01p06870.1_BnaDAR	Q8S9L2	AT4G31410	U	U	5531.94	26478	-1
A01p06880.1_BnaDAR	Q8RWG1	AT4G31390	U	U	5988.54	26475	-3
A01p06910.1_BnaDAR	Q5Q0B3	AT4G31380	U	U	5450.05	26474	-1
A01p06940.1_BnaDAR	Q8W465	AT4G31360	U	U	5445.19	26472	-2
A01p06950.1_BnaDAR	Q8GS18	AT4G31350	U	U	5782.88	26468	-4
A01p06970.1_BnaDAR	Q8GUN1	AT4G31340	U	U	5628.81	26467	-1
A01p06980.1_BnaDAR	Q9C5C1	AT4G31330	U	U	5677.27	26466	-1
A01p06990.1_BnaDAR	O49581	AT4G31320	U	U	5646.31	26465	-1
A01p07000.1_BnaDAR	Q8LD27	AT4G31300	U	U	5803.16	26463	-2
A01p07010.1_BnaDAR	Q84MC1	AT4G31290	U	U	5879.59	26461	-2
A01p07020.1_BnaDAR	Q8VZQ0	AT4G31240	U	U	6206.57	26457	-4
A01p07030.1_BnaDAR	F4JRX3	AT4G31210	U	U	6830.61	26455	-2
A01p07040.1_BnaDAR	O49570	AT4G31200	U	U	6417.73	26454	-1
A01p07060.1_BnaDAR	Q9M085	AT4G31170	U	U	6347.2	26451	-3
A01p07070.1_BnaDAR	Q9M088	AT4G31140	U	U	6321.39	26448	-3
A01p07080.1_BnaDAR	Q9M089	AT4G31130	U	U	5997.94	26447	-1
A01p07120.1_BnaDAR	Q948J9	AT4G31050	U	U	6027.76	26438	-9
A01p07130.1_BnaDAR	Q8RXP7	AT4G31040	U	U	6107.21	26437	-1
A01p07150.1_BnaDAR	F4JR57	AT4G31000	U	U	6143.9	26433	-4
A01p07160.1_BnaDAR	Q94AM8	AT4G30996	U	U	5803.94	26432	-1
A01p07190.1_BnaDAR	Q8GW42	AT4G30993	U	U	5838.65	26431	-1
A01p07200.1_BnaDAR	Q8S3D5	AT4G30980	U	U	5762.96	26429	-2
A01p07230.1_BnaDAR	O65554	AT4G30960	U	U	6022.38	26427	-2
A01p07250.1_BnaDAR	Q5BPK3	AT4G30050	U	U	5585.82	26328	-99
A01p07270.1_BnaDAR	Q8RX72	AT4G30910	U	U	6120.35	26421	93
A01p07280.1_BnaDAR	F4JR41	AT4G30900	U	U	5924.87	26420	-1
A01p07290.1_BnaDAR	Q9FPS3	AT4G30890	U	U	6018.16	26419	-1
A01p07300.1_BnaDAR	F4JR37	AT4G30880	U	U	5702.98	26418	-1
A01p07310.1_BnaDAR	Q84N34	AT4G30850	U	U	5945.48	26415	-3
A01p07320.1_BnaDAR	Q24JJ9	AT4G30840	U	U	5786.38	26413	-2
A01p07340.1_BnaDAR	Q1PE31	AT4G30830	U	U	5830.24	26412	-1
A01p07350.1_BnaDAR	O65567	AT4G30825	U	U	6087.67	26411	-1
A01p07360.1_BnaDAR	Q949Q7	AT4G30810	U	U	6203.26	26409	-2
A01p07370.1_BnaDAR	Q949Q7	AT4G30810	U	U	6294.22	26409	0
A01p07380.1_BnaDAR	Q9SUG7	AT4G30790	U	U	6802.89	26407	-2
A01p07390.1_BnaDAR	Q9SUG8	AT4G30780	U	U	6164.31	26406	-1
A01p07400.1_BnaDAR	Q9SUG9	AT4G30770	U	U	5783.96	26405	-1
A01p07410.1_BnaDAR	Q9SUH6	AT4G30700	U	U	6214.33	26398	-7
A01p07500.1_BnaDAR	Q9SUG8	AT4G30780	U	U	5484.05	26406	8
A01p07510.1_BnaDAR	Q9SZW4	AT4G30110	U	U	5741.1	26338	-68
A01p07540.1_BnaDAR	Q9SUH6	AT4G30700	U	U	5379.05	26398	60
A01p07560.1_BnaDAR	Q9FJF8	AT4G29770	U	U	5088.62	26299	-99
A01p07560.1_BnaDAR	Q9SU75	AT4G29760	U	U	5088.62	26298	-1
A01p07560.1_BnaDAR	Q8LFW5	AT4G29770	U	U	5088.62	26299	1
A01p07560.1_BnaDAR	F4KIH4	AT5G18065	R	U	5088.62	8883	-17416
A01p07590.1_BnaDAR	Q9SUI0	AT4G30660	U	U	5001.14	26393	17510
A01p07600.1_BnaDAR	Q9M095	AT4G30650	U	U	4984.3	26392	-1
A01p07610.1_BnaDAR	Q9M096	AT4G30640	U	U	5089.01	26391	-1
A01p07630.1_BnaDAR	Q9M097	AT4G30630	U	U	4993.12	26390	-1
A01p07640.1_BnaDAR	Q9M0A0	AT4G30600	U	U	5381.8	26387	-3
A01p07650.1_BnaDAR	Q9M0A7	AT4G30530	U	U	5128.73	26380	-7
A01p07680.1_BnaDAR	Q8LEC2	AT4G30500	U	U	5025.45	26377	-3
A01p07710.1_BnaDAR	Q9M0B4	AT4G30460	U	U	4883.91	26373	-4
A01p07720.1_BnaDAR	Q9M0B5	AT4G30450	U	U	4914.9	26372	-1
A01p07730.1_BnaDAR	Q9M0B6	AT4G30440	U	U	5428.76	26371	-1
A01p07740.1_BnaDAR	Q9M0B7	AT4G30430	U	U	5280.12	26370	-1
A01p07750.1_BnaDAR	Q9M0B8	AT4G30420	U	U	5477.46	26369	-1
A01p07760.1_BnaDAR	Q9M0B9	AT4G30410	U	U	5379.98	26368	-1
A01p07770.1_BnaDAR	Q940Q4	AT4G30400	U	U	5741.1	26367	-1
A01p07780.1_BnaDAR	Q9M0C2	AT4G30380	U	U	5547.9	26365	-2
A01p07790.1_BnaDAR	Q9M0C3	AT4G30370	U	U	5566.99	26364	-1
A01p07800.1_BnaDAR	Q8L7Z0	AT4G30360	U	U	6374.07	26363	-1
A01p07810.1_BnaDAR	Q9M0C5	AT4G30350	U	U	6634.42	26362	-1
A01p07820.1_BnaDAR	F4JQ95	AT4G30340	U	U	6569.72	26361	-1
A01p07830.1_BnaDAR	Q9M0C8	AT4G30320	U	U	6263.02	26359	-2
A01p07840.1_BnaDAR	Q6NL02	AT4G19870	U	U	6254.98	25203	-1156
A01p07870.1_BnaDAR	P24806	AT4G30270	U	U	6480.04	26354	1151
A01p07880.1_BnaDAR	O64614	AT4G30260	U	U	6532.79	26353	-1
A01p07890.1_BnaDAR	F4JPK8	AT4G30250	U	U	6880.55	26352	-1
A01p07900.1_BnaDAR	Q944G8	AT4G30240	U	U	6770.06	26351	-1
A01p07910.1_BnaDAR	Q9SUM1	AT4G30230	U	U	6821.61	26350	-1
A01p07920.1_BnaDAR	Q9SUM3	AT4G30210	U	U	7591.6	26348	-2
A01p07930.1_BnaDAR	Q9SUM4	AT4G30200	U	U	7661.74	26347	-1
A01p07940.1_BnaDAR	P19456	AT4G30190	U	U	8315.3	26346	-1
A01p07960.1_BnaDAR	Q9SUM5	AT4G30180	U	U	7589.67	26345	-1
A01p07970.1_BnaDAR	Q96518	AT4G30170	U	U	7832.52	26344	-1
A01p07980.1_BnaDAR	F4IR55	AT2G43470	J	U	7571.8	22756	-3588
A01p07990.1_BnaDAR	O65570	AT4G30160	U	U	8674.52	26343	3587
A01p08000.1_BnaDAR	F4JPJ1	AT4G30150	U	U	9323.55	26342	-1
A01p08010.1_BnaDAR	Q9SZW6	AT4G30130	U	U	8422.08	26340	-2
A01p08020.1_BnaDAR	P0CW77	AT4G30120	U	U	8397.94	26339	-1
A01p08030.1_BnaDAR	Q9SZW4	AT4G30110	U	U	8406.59	26338	-1
A01p08040.1_BnaDAR	F4JPI4	AT4G30090	U	U	7856.98	26335	-3
A01p08060.1_BnaDAR	Q93YR9	AT4G30080	U	U	8062.48	26334	-1
A01p08070.1_BnaDAR	P82777	AT4G30067	U	U	7471.75	26331	-3
A01p08080.1_BnaDAR	Q9SZV6	AT4G30030	U	U	7729.86	26326	-5
A01p08090.1_BnaDAR	Q9SZV5	AT4G30020	U	U	8104.84	26325	-1
A01p08100.1_BnaDAR	Q9SL95	AT2G25680	I	U	7196.8	20843	-5482
A01p08110.1_BnaDAR	Q9SZV4	AT4G30010	U	U	7255.2	26324	5481
A01p08120.1_BnaDAR	Q1ENB6	AT4G30000	U	U	7687.46	26323	-1
A01p08130.1_BnaDAR	Q9SZV2	AT4G29990	U	U	7879.65	26322	-1
A01p08140.1_BnaDAR	Q9SZR6	AT4G29960	U	U	7268.3	26319	-3
A01p08150.1_BnaDAR	Q9SZR5	AT4G29950	U	U	7699.73	26318	-1
A01p08160.1_BnaDAR	P48785	AT4G29940	U	U	7460.65	26317	-1
A01p08170.1_BnaDAR	Q700E3	AT4G29930	U	U	7274.37	26316	-1
A01p08200.1_BnaDAR	Q9SZR3	AT4G29920	U	U	7821.72	26315	-1
A01p08270.1_BnaDAR	Q940I1	AT4G29905	U	U	7133.35	26313	-2
A01p08280.1_BnaDAR	Q9SZR1	AT4G29900	U	U	8000.78	26312	-1
A01p08290.1_BnaDAR	Q9SZQ8	AT4G29870	U	U	7063.15	26309	-3
A01p08300.1_BnaDAR	Q3MV14	AT4G29860	U	U	7221.53	26308	-1
A01p08310.1_BnaDAR	Q9SZQ6	AT4G29850	U	U	6924.35	26307	-1
